Sun 03:14:44 PM 	45.7724 	-122.8401 	↑ 15° 	78 	90 	700 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:24:20 PM 	45.9731 	-122.7852 	← 297° 	87 	100 	2,200 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:24:40 PM 	45.9736 	-122.7965 	↙ 243° 	84 	97 	2,200 	150 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:25:00 PM 	45.9678 	-122.7982 	↘ 128° 	72 	83 	2,300 	158 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:25:18 PM 	45.9698 	-122.7912 	↑ 8° 	76 	87 	2,300 	171 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:25:35 PM 	45.9761 	-122.7940 	↑ 341° 	82 	94 	2,400 	293 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:25:59 PM 	45.9852 	-122.7987 	↑ 342° 	82 	94 	2,500 	226 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:26:28 PM 	45.9960 	-122.8021 	↑ 348° 	84 	97 	2,600 	200 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:26:59 PM 	46.0078 	-122.8063 	↑ 346° 	84 	97 	2,700 	128 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:27:15 PM 	46.0136 	-122.8084 	↑ 347° 	85 	98 	2,700 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:27:37 PM 	46.0227 	-122.8113 	↑ 348° 	85 	98 	2,700 	158 Climbing 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:27:53 PM 	46.0292 	-122.8133 	↑ 347° 	85 	98 	2,800 	240 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:28:27 PM 	46.0423 	-122.8180 	↑ 348° 	83 	96 	2,900 	222 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:28:47 PM 	46.0497 	-122.8204 	↑ 344° 	84 	97 	3,000 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:29:24 PM 	46.0645 	-122.8274 	↑ 344° 	90 	104 	2,900 	-8 Descending 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:29:30 PM 	46.0667 	-122.8283 	↑ 345° 	90 	104 	2,994 	158 Climbing 	Surface and Near-Surface
Sun 03:30:40 PM 	46.0939 	-122.8338 	↑ 3° 	86 	99 	3,100 	142 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:30:57 PM 	46.1007 	-122.8329 	↑ 3° 	86 	99 	3,200 	182 Climbing 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:31:13 PM 	46.1071 	-122.8325 	↑ 4° 	87 	100 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:31:29 PM 	46.1139 	-122.8309 	↑ 12° 	90 	104 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:31:46 PM 	46.1204 	-122.8289 	↑ 8° 	90 	104 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:32:02 PM 	46.1271 	-122.8278 	↑ 5° 	90 	104 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:32:20 PM 	46.1350 	-122.8273 	↑ 359° 	88 	101 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:32:41 PM 	46.1432 	-122.8282 	↑ 355° 	85 	98 	3,200 	154 Climbing 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:32:59 PM 	46.1504 	-122.8290 	↑ 357° 	87 	100 	3,300 	154 Climbing 	FlightAware ADS-B (UAT/978) (KVUO)
Sun 03:33:20 PM 	46.1593 	-122.8294 	↑ 0° 	87 	100 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:33:41 PM 	46.1680 	-122.8297 	↑ 0° 	90 	104 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:34:11 PM 	46.1802 	-122.8311 	↑ 356° 	87 	100 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:34:46 PM 	46.1946 	-122.8328 	↑ 356° 	89 	102 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:35:06 PM 	46.2030 	-122.8335 	↑ 356° 	88 	101 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:35:29 PM 	46.2124 	-122.8338 	↑ 354° 	87 	100 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:35:59 PM 	46.2235 	-122.8365 	↑ 354° 	86 	99 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:36:27 PM 	46.2351 	-122.8359 	↑ 7° 	86 	99 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:36:47 PM 	46.2430 	-122.8344 	↑ 7° 	93 	107 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:37:04 PM 	46.2508 	-122.8327 	↑ 9° 	92 	106 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:37:24 PM 	46.2591 	-122.8306 	↑ 10° 	89 	102 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:37:45 PM 	46.2674 	-122.8286 	↑ 7° 	90 	104 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:38:02 PM 	46.2751 	-122.8271 	↑ 6° 	92 	106 	3,300 	-171 Descending 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:38:20 PM 	46.2829 	-122.8256 	↑ 8° 	93 	107 	3,200 	-167 Descending 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:38:38 PM 	46.2908 	-122.8242 	↑ 6° 	93 	107 	3,200 	176 Climbing 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:38:54 PM 	46.2971 	-122.8234 	↑ 4° 	87 	100 	3,300 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:39:34 PM 	46.3136 	-122.8231 	↑ 0° 	90 	104 	3,200 	 Level 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:40:01 PM 	46.3254 	-122.8224 	↑ 1° 	93 	107 	3,300 	-128 Descending 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:40:21 PM 	46.3339 	-122.8223 	↑ 359° 	99 	114 	3,100 	-294 Descending 	FlightAware ADS-B (UAT/978) (KKLS)
Sun 03:41:43 PM    Arrival () @ Sunday 03:41:43 PM EDT
			FlightAware
Sun 03:41:43 PM 	46.3723 	-122.8189 	↑ 1° 	99 	114 	2,800 	-220 Descending 	FlightAware ADS-B (UAT/978) (KKLS) 
Sun 04:34:24 PM 	46.6285 	-122.8784 	→ 106° 	70 	81 	5,400 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:34:46 PM    Departure (Chehalis, WA) @ Sunday 01:34:46 PM PDT
			FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:34:46 PM 	46.6287 	-122.8684 	→ 70° 	73 	84 	5,500 	409 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:35:08 PM 	46.6330 	-122.8590 	↗ 49° 	76 	87 	5,700 	308 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:35:25 PM 	46.6373 	-122.8521 	↗ 45° 	77 	89 	5,700 	286 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:35:50 PM 	46.6449 	-122.8443 	↗ 23° 	82 	94 	5,900 	346 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:36:17 PM 	46.6548 	-122.8387 	↗ 23° 	83 	96 	6,000 	273 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:36:34 PM 	46.6606 	-122.8350 	↗ 27° 	87 	100 	6,100 	324 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:36:54 PM 	46.6684 	-122.8307 	↑ 11° 	88 	101 	6,200 	250 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:37:22 PM 	46.6793 	-122.8276 	↑ 6° 	91 	105 	6,300 	267 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:39:09 PM 	46.7011 	-122.8495 	↓ 186° 	67 	77 	6,800 	318 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:39:34 PM 	46.6945 	-122.8440 	↘ 115° 	76 	87 	7,000 	391 Climbing 	FlightAware ADS-B (UAT/978) (KBFI)
Sun 04:39:55 PM 	46.6956 	-122.8328 	↗ 46° 	89 	102 	7,100 	293 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:40:15 PM 	46.7024 	-122.8278 	↑ 11° 	87 	100 	7,200 	308 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:40:34 PM 	46.7103 	-122.8278 	↑ 345° 	81 	93 	7,300 	214 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:41:11 PM 	46.7235 	-122.8384 	↖ 330° 	90 	104 	7,400 	320 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:41:49 PM 	46.7366 	-122.8497 	↖ 331° 	89 	102 	7,700 	436 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:42:06 PM 	46.7434 	-122.8549 	↖ 334° 	91 	105 	7,800 	190 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:42:52 PM 	46.7610 	-122.8653 	↑ 346° 	93 	107 	7,900 	169 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:43:17 PM 	46.7716 	-122.8701 	↑ 345° 	98 	113 	8,000 	218 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:43:47 PM 	46.7848 	-122.8730 	↑ 351° 	96 	110 	8,100 	120 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:44:07 PM 	46.7936 	-122.8752 	↑ 351° 	93 	107 	8,100 	105 Climbing 	FlightAware ADS-B (UAT/978) (KOLM) 
Sun 04:44:44 PM 	46.8106 	-122.8816 	↑ 341° 	96 	110 	8,200 	111 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:45:01 PM 	46.8174 	-122.8848 	↑ 348° 	96 	110 	8,200 	171 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:45:19 PM 	46.8255 	-122.8845 	↑ 16° 	99 	114 	8,300 	167 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:45:37 PM 	46.8336 	-122.8794 	↗ 31° 	100 	115 	8,300 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:45:57 PM 	46.8414 	-122.8719 	↗ 33° 	96 	110 	8,300 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:46:17 PM 	46.8481 	-122.8649 	↗ 43° 	98 	113 	8,300 	162 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:46:34 PM 	46.8533 	-122.8569 	↗ 48° 	92 	106 	8,400 	140 Climbing 	FlightAware ADS-B (UAT/978) (KRNT)
Sun 04:47:00 PM 	46.8612 	-122.8440 	↗ 52° 	93 	107 	8,400 	118 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:47:25 PM 	46.8686 	-122.8314 	↗ 44° 	93 	107 	8,500 	109 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:47:55 PM 	46.8789 	-122.8191 	↗ 38° 	96 	110 	8,500 	113 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:48:18 PM 	46.8866 	-122.8095 	↗ 42° 	93 	107 	8,600 	154 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:48:34 PM 	46.8919 	-122.8028 	↗ 38° 	95 	109 	8,600 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:49:07 PM 	46.9041 	-122.7902 	↗ 30° 	96 	110 	8,600 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:49:27 PM 	46.9123 	-122.7846 	↑ 19° 	100 	115 	8,600 	118 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:49:58 PM 	46.9260 	-122.7792 	↑ 12° 	93 	107 	8,700 	100 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:50:27 PM 	46.9385 	-122.7770 	↑ 4° 	98 	113 	8,700 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:50:45 PM 	46.9466 	-122.7746 	↗ 34° 	99 	114 	8,700 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:51:02 PM 	46.9515 	-122.7657 	↗ 44° 	93 	107 	8,700 	 Level 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 04:51:20 PM 	46.9582 	-122.7606 	↑ 12° 	100 	115 	8,700 	158 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:51:40 PM 	46.9675 	-122.7597 	↑ 352° 	97 	112 	8,800 	150 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:52:00 PM 	46.9763 	-122.7631 	↑ 343° 	96 	110 	8,800 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:52:21 PM 	46.9854 	-122.7665 	↑ 348° 	95 	109 	8,800 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:52:38 PM 	46.9928 	-122.7691 	↑ 344° 	95 	109 	8,800 	122 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:53:10 PM 	47.0064 	-122.7764 	↑ 341° 	98 	113 	8,900 	122 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:53:27 PM 	47.0138 	-122.7804 	↑ 342° 	102 	117 	8,900 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:53:47 PM 	47.0233 	-122.7827 	↑ 358° 	102 	117 	8,900 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:54:07 PM 	47.0328 	-122.7806 	↗ 23° 	104 	120 	8,900 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:54:26 PM 	47.0392 	-122.7718 	↗ 62° 	96 	110 	8,900 	154 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:54:46 PM 	47.0401 	-122.7603 	↘ 112° 	78 	90 	9,000 	128 Climbing 	FlightAware ADS-B (UAT/978) (KBFI)
Sun 04:55:13 PM 	47.0343 	-122.7488 	↘ 130° 	78 	90 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KPLU)
Sun 04:55:33 PM 	47.0286 	-122.7446 	↓ 182° 	71 	82 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KRNT)
Sun 04:55:50 PM 	47.0240 	-122.7485 	↙ 242° 	72 	83 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KSEA)
Sun 04:56:09 PM 	47.0254 	-122.7584 	↖ 316° 	89 	102 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KSEA)
Sun 04:56:30 PM 	47.0344 	-122.7610 	↗ 22° 	101 	116 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:56:50 PM 	47.0425 	-122.7541 	↗ 38° 	100 	115 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KSEA)
Sun 04:57:08 PM 	47.0468 	-122.7445 	→ 79° 	93 	107 	9,000 	167 Climbing 	FlightAware ADS-B (UAT/978) (KBFI)
Sun 04:57:26 PM 	47.0460 	-122.7343 	↘ 123° 	81 	93 	9,100 	162 Climbing 	FlightAware ADS-B (UAT/978) (KPLU)
Sun 04:57:45 PM 	47.0407 	-122.7299 	↙ 201° 	66 	76 	9,100 	-162 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:58:03 PM 	47.0388 	-122.7379 	← 298° 	97 	112 	9,000 	-158 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:58:23 PM 	47.0467 	-122.7427 	↑ 5° 	104 	120 	9,000 	167 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:58:39 PM 	47.0552 	-122.7402 	↑ 15° 	103 	119 	9,100 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 04:58:56 PM 	47.0630 	-122.7366 	↑ 16° 	106 	122 	9,000 	-176 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 04:59:13 PM 	47.0706 	-122.7334 	↑ 8° 	105 	121 	9,000 	182 Climbing 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 04:59:29 PM 	47.0776 	-122.7352 	↖ 323° 	91 	105 	9,100 	176 Climbing 	FlightAware ADS-B (UAT/978) (KSEA)
Sun 04:59:47 PM 	47.0806 	-122.7442 	← 260° 	77 	89 	9,100 	-176 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:00:03 PM 	47.0774 	-122.7494 	↓ 194° 	67 	77 	9,000 	 Level 	FlightAware ADS-B (UAT/978) (KRNT)
Sun 05:00:19 PM 	47.0722 	-122.7470 	↘ 137° 	69 	79 	9,100 	182 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:00:36 PM 	47.0688 	-122.7400 	↘ 113° 	78 	90 	9,100 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:00:58 PM 	47.0670 	-122.7276 	→ 101° 	85 	98 	9,100 	-146 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:01:17 PM 	47.0682 	-122.7162 	↗ 49° 	104 	120 	9,000 	-343 Descending 	FlightAware ADS-B (UAT/978) (KBFI)
Sun 05:01:33 PM 	47.0753 	-122.7112 	↑ 8° 	115 	132 	8,900 	-652 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:02:03 PM 	47.0918 	-122.7096 	↑ 359° 	119 	137 	8,500 	-778 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:02:27 PM 	47.1041 	-122.7164 	↖ 332° 	119 	137 	8,200 	-977 Descending 	FlightAware ADS-B (UAT/978) (KTCM) 
Sun 05:02:03 PM 	47.0918 	-122.7096 	↑ 359° 	119 	137 	8,500 	-778 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:03:04 PM 	47.1168 	-122.7370 	← 289° 	102 	117 	7,600 	-667 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:03:22 PM 	47.1170 	-122.7491 	← 254° 	89 	102 	7,400 	-667 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:03:40 PM 	47.1131 	-122.7569 	↙ 210° 	73 	84 	7,200 	-686 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:03:57 PM 	47.1076 	-122.7575 	↓ 161° 	81 	93 	7,000 	-686 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:04:15 PM 	47.1012 	-122.7533 	↘ 153° 	85 	98 	6,800 	-649 Descending 	FlightAware ADS-B (UAT/978) (KRNT)
Sun 05:04:34 PM 	47.0958 	-122.7462 	↘ 116° 	89 	102 	6,600 	-769 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:04:54 PM 	47.0959 	-122.7340 	↗ 57° 	104 	120 	6,300 	-1,050 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:05:14 PM 	47.1036 	-122.7249 	↗ 24° 	108 	124 	5,900 	-1,200 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:05:34 PM 	47.1135 	-122.7220 	↑ 358° 	108 	124 	5,500 	-1,277 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:06:01 PM 	47.1271 	-122.7289 	↖ 331° 	111 	128 	4,900 	-1,469 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:06:23 PM 	47.1354 	-122.7398 	← 298° 	110 	127 	4,300 	-1,532 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:06:48 PM 	47.1385 	-122.7574 	← 264° 	105 	121 	3,700 	-1,125 Descending 	FlightAware ADS-B (UAT/978) (KBFI)
Sun 05:07:11 PM 	47.1339 	-122.7709 	↙ 232° 	93 	107 	3,400 	-735 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:07:37 PM 	47.1264 	-122.7834 	↙ 228° 	89 	102 	3,100 	-345 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:08:38 PM 	47.1126 	-122.8116 	↙ 243° 	85 	98 	2,900 	-125 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:10:01 PM 	47.0951 	-122.8502 	↙ 225° 	91 	105 	2,800 	-59 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:10:20 PM 	47.0904 	-122.8584 	↙ 218° 	84 	97 	2,800 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:10:44 PM 	47.0816 	-122.8652 	↙ 202° 	89 	102 	2,800 	-179 Descending 	FlightAware ADS-B (UAT/978) (KTCM)
Sun 05:11:27 PM 	47.0655 	-122.8733 	↓ 198° 	87 	100 	2,600 	-400 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:11:44 PM 	47.0590 	-122.8763 	↓ 193° 	87 	100 	2,400 	-333 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:12:03 PM 	47.0517 	-122.8790 	↓ 194° 	81 	93 	2,400 	-333 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:12:20 PM 	47.0450 	-122.8813 	↓ 193° 	90 	104 	2,200 	-499 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:12:34 PM 	47.0394 	-122.8833 	↓ 194° 	86 	99 	2,142 	-717 Descending 	Surface and Near-Surface
Sun 05:13:52 PM 	47.0076 	-122.8930 	↓ 192° 	89 	102 	1,100 	-776 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:14:10 PM 	47.0010 	-122.8949 	↓ 190° 	78 	90 	900 	-750 Descending 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 05:14:32 PM 	46.9935 	-122.8972 	↓ 193° 	67 	77 	600 	-818 Descending 	FlightAware ADS-B (UAT/978) (KOLM) 
Sun 05:14:32 PM 	46.9935 	-122.8972 	↓ 193° 	67 	77 	600 	-818 Descending 	FlightAware ADS-B (UAT/978) (KOLM) 

Sun 06:33:38 PM 	46.9561 	-122.9078 	↓ 193° 	69 	79 	600 	 Level 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 06:34:11 PM    Departure (KOLM) @ Sunday 03:34:11 PM PDT
			FlightAware ADS-B (UAT/978) (KOLM)
Sun 06:34:11 PM 	46.9464 	-122.9124 	↓ 199° 	67 	77 	800 	367 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 06:34:27 PM 	46.9411 	-122.9147 	↓ 196° 	70 	81 	900 	545 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 06:34:44 PM 	46.9354 	-122.9161 	↓ 183° 	72 	83 	1,100 	514 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
Sun 06:35:02 PM 	46.9293 	-122.9160 	↓ 173° 	74 	85 	1,200 	514 Climbing 	FlightAware ADS-B (UAT/978) (KOLM)
